num_client,store_id,first_transaction_date,last_transaction_date,tenure_months,nb_transactions,total_spend,arpu_monthly,current_offer,type_abonnement,type_client,nb_upgrades,engagement_months,churn_score,churn_risk
5bc43b741887,I01,2024-10-01,2026-03-01,16.95,36,2634.0,155.39,,,EXISTANT,0,0,0.4887,medium
5bc4f1478872,S54,2024-10-01,2026-03-01,16.95,90,412.0,24.3,,,EXISTANT,0,0,0.4224,low
5bcd45813ca0,S21,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
5bcebf4c21e0,S54,2024-10-01,2026-03-01,16.95,90,354.0,20.88,,,EXISTANT,0,0,0.4286,low
5bcfda881457,M10,2024-10-01,2026-03-01,16.95,18,90.0,5.31,,,EXISTANT,0,0,0.6871,high
5bdad9181321,I65,2024-10-01,2026-03-01,16.95,36,220.0,12.98,,,EXISTANT,0,0,0.6024,high
5bdc779cf4c0,M10,2024-10-01,2026-03-01,16.95,72,339.29,20.02,,,EXISTANT,0,0,0.4681,medium
5bdddf9470ad,I81,2024-10-01,2026-03-01,16.95,54,960.0,56.63,,,EXISTANT,0,0,0.4702,medium
5bdf78b11194,S05,2024-10-01,2026-03-01,16.95,36,230.0,13.57,,,EXISTANT,0,0,0.6008,high
5be337bd5c6a,I32,2024-10-01,2026-03-01,16.95,18,20.0,1.18,,,EXISTANT,0,0,0.7153,high
5be37136ab6a,I87,2024-10-01,2026-03-01,16.95,54,1044.0,61.59,,,EXISTANT,0,0,0.4658,medium
5be473c5242f,I98,2024-10-01,2026-03-01,16.95,36,600.0,35.4,,,EXISTANT,0,0,0.5579,medium
5be6ac1c3ec6,M14,2024-10-01,2026-03-01,16.95,90,245.0,14.45,,,EXISTANT,0,0,0.4469,medium
5be6ec5f7b4a,S38,2024-10-01,2026-03-01,16.95,18,261.0,15.4,,,EXISTANT,0,0,0.6516,high
5be78eba3ba0,S07,2024-10-01,2026-03-01,16.95,144,2690.72,158.73,,,EXISTANT,0,0,0.2853,low
5beaf877eb4a,S07,2024-10-01,2026-03-01,16.95,54,1413.6,83.39,,,EXISTANT,0,0,0.4485,medium
5becc24a6b59,I55,2024-10-01,2026-03-01,16.95,18,120.0,7.08,,,EXISTANT,0,0,0.6769,high
5bed6fd0b34c,I79,2024-10-01,2026-03-01,16.95,72,1404.0,82.83,,,EXISTANT,0,0,0.3966,low
5bee6ff0056e,I28,2024-10-01,2026-03-01,16.95,36,1707.09,100.71,,,EXISTANT,0,0,0.5018,medium
5bee9f2a07f5,I16,2024-10-01,2026-03-01,16.95,18,100.0,5.9,,,EXISTANT,0,0,0.683,high
5bf268be2877,I10,2024-10-01,2026-03-01,16.95,18,456.0,26.9,,,EXISTANT,0,0,0.6259,high
5bf4d6b6d8b1,S14,2024-10-01,2026-03-01,16.95,54,135.97,8.02,,,EXISTANT,0,0,0.5569,medium
5bfd144a488c,I43,2024-10-01,2026-03-01,16.95,36,40.0,2.36,,,EXISTANT,0,0,0.6523,high
5bfef54f0b8b,I13,2024-10-01,2026-03-01,16.95,18,360.0,21.24,,,EXISTANT,0,0,0.6346,high
5bffb14554d5,S05,2024-10-01,2026-03-01,16.95,234,3634.0,214.38,,,EXISTANT,0,0,0.2637,low
5c042fd8a9b4,I38,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
5c0c56a2b864,M12,2024-10-01,2026-03-01,16.95,90,173.58,10.24,,,EXISTANT,0,0,0.4602,medium
5c0ff1cb9678,S47,2024-10-01,2026-03-01,16.95,18,330.0,19.47,,,EXISTANT,0,0,0.6382,high
5c1c72afbd2e,I51,2024-10-01,2026-03-01,16.95,54,4012.8,236.72,,,EXISTANT,0,0,0.4202,low
5c24de863ccc,S54,2024-10-01,2026-03-01,16.95,54,5906.25,348.42,,,EXISTANT,0,0,0.417,low
5c26e8bb56f4,S32,2024-10-01,2026-03-01,16.95,54,13972.0,824.24,,,EXISTANT,0,0,0.4133,low
5c27d3c0894b,S48,2024-10-01,2026-03-01,16.95,252,6083.14,358.86,,,EXISTANT,0,0,0.2581,low
5c27d4837f1f,S30,2024-10-01,2026-03-01,16.95,18,52.63,3.1,,,EXISTANT,0,0,0.7008,high
5c2a824e98f5,I67,2024-10-01,2026-03-01,16.95,108,2554.85,150.72,,,EXISTANT,0,0,0.3127,low
5c2ea0c88e73,I09,2024-10-01,2026-03-01,16.95,90,1665.29,98.24,,,EXISTANT,0,0,0.3511,low
5c315f45c14d,S07,2024-10-01,2026-03-01,16.95,180,7548.35,445.29,,,EXISTANT,0,0,0.2632,low
5c385e74df92,I23,2024-10-01,2026-03-01,16.95,54,62.0,3.66,,,EXISTANT,0,0,0.5805,high
5c3c45bdde08,M10,2024-10-01,2026-03-01,16.95,108,284.56,16.79,,,EXISTANT,0,0,0.4157,low
5c41acf2eb1a,S41,2024-10-01,2026-03-01,16.95,54,105.0,6.19,,,EXISTANT,0,0,0.5644,high
5c429873b3b0,I47,2024-10-01,2026-03-01,16.95,54,913.5,53.89,,,EXISTANT,0,0,0.4734,medium
5c45f0c1075a,I93,2024-10-01,2026-03-01,16.95,36,300.0,17.7,,,EXISTANT,0,0,0.5889,high
5c4703f7a738,S49,2024-10-01,2026-03-01,16.95,54,3150.84,185.88,,,EXISTANT,0,0,0.4238,low
5c4af360fa80,I30,2024-10-01,2026-03-01,16.95,90,7695.0,453.95,,,EXISTANT,0,0,0.3252,low
5c4d0435f06d,I99,2024-10-01,2026-03-01,16.95,90,520.0,30.68,,,EXISTANT,0,0,0.4146,low
5c4e2936648e,S20,2024-10-01,2026-03-01,16.95,54,1817.2,107.2,,,EXISTANT,0,0,0.438,low
5c51c12422fe,I65,2024-10-01,2026-03-01,16.95,18,912.0,53.8,,,EXISTANT,0,0,0.5899,high
5c5221fa8c51,S13,2024-10-01,2026-03-01,16.95,36,207.0,12.21,,,EXISTANT,0,0,0.6046,high
5c528bbddd31,M10,2024-10-01,2026-03-01,16.95,108,802.0,47.31,,,EXISTANT,0,0,0.3659,low
5c5b5c0a9d06,M11,2024-10-01,2026-03-01,16.95,108,1680.0,99.11,,,EXISTANT,0,0,0.3256,low
5c5cbaa324d6,I05,2024-10-01,2026-03-01,16.95,90,250.0,14.75,,,EXISTANT,0,0,0.4462,medium
5c5e79c469e3,S36,2024-10-01,2026-03-01,16.95,36,600.0,35.4,,,EXISTANT,0,0,0.5579,medium
5c631c8bd8c7,S27,2024-10-01,2026-03-01,16.95,54,1856.9,109.54,,,EXISTANT,0,0,0.4372,low
5c639e5a7d1e,S47,2024-10-01,2026-03-01,16.95,72,1110.0,65.48,,,EXISTANT,0,0,0.4103,low
5c6553712c4d,I50,2024-10-01,2026-03-01,16.95,144,2880.0,169.9,,,EXISTANT,0,0,0.2838,low
5c67b24aba61,M10,2024-10-01,2026-03-01,16.95,72,380.0,22.42,,,EXISTANT,0,0,0.4637,medium
5c7243e5a2e0,S12,2024-10-01,2026-03-01,16.95,90,1080.0,63.71,,,EXISTANT,0,0,0.3735,low
5c7296ccd078,S13,2024-10-01,2026-03-01,16.95,90,540.0,31.86,,,EXISTANT,0,0,0.4131,low
5c760d300af0,M10,2024-10-01,2026-03-01,16.95,54,60.0,3.54,,,EXISTANT,0,0,0.5812,high
5c7629580eae,T06,2024-10-01,2026-03-01,16.95,54,0.0,0.0,,,EXISTANT,0,0,0.606,high
5c766e6c4794,I31,2024-10-01,2026-03-01,16.95,18,110.0,6.49,,,EXISTANT,0,0,0.679,high
5c76cdd721bd,I02,2024-10-01,2026-03-01,16.95,18,24.0,1.42,,,EXISTANT,0,0,0.7132,high
5c7972edb866,M10,2024-10-01,2026-03-01,16.95,36,166.67,9.83,,,EXISTANT,0,0,0.6129,high
5c7e901793de,S35,2024-10-01,2026-03-01,16.95,18,290.0,17.11,,,EXISTANT,0,0,0.6464,high
5c810c2963af,I57,2024-10-01,2026-03-01,16.95,90,94.59,5.58,,,EXISTANT,0,0,0.4787,medium
5c822834702c,M10,2024-10-01,2026-03-01,16.95,36,600.0,35.4,,,EXISTANT,0,0,0.5579,medium
5c837460fcad,I85,2024-10-01,2026-03-01,16.95,36,40.0,2.36,,,EXISTANT,0,0,0.6523,high
5c84cb657689,I57,2024-10-01,2026-03-01,16.95,90,1620.0,95.57,,,EXISTANT,0,0,0.352,low
5c84d11c9a96,I45,2024-10-01,2026-03-01,16.95,54,263.16,15.52,,,EXISTANT,0,0,0.5348,medium
5c85d929adf6,I33,2024-10-01,2026-03-01,16.95,90,2545.0,150.14,,,EXISTANT,0,0,0.3378,low
5c890484c85b,S23,2024-10-01,2026-03-01,16.95,126,872.0,51.44,,,EXISTANT,0,0,0.3451,low
5c8aab9515bf,I30,2024-10-01,2026-03-01,16.95,36,600.0,35.4,,,EXISTANT,0,0,0.5579,medium
5c8b60aba84e,I94,2024-10-01,2026-03-01,16.95,36,594.0,35.04,,,EXISTANT,0,0,0.5596,high
5c8e4b14c08f,I01,2024-10-01,2026-03-01,16.95,54,1302.0,76.81,,,EXISTANT,0,0,0.4522,medium
5c9013393d6a,I90,2024-10-01,2026-03-01,16.95,162,308.64,18.21,,,EXISTANT,0,0,0.3773,low
5c9409a3d635,M04,2024-10-01,2026-03-01,16.95,108,173.0,10.21,,,EXISTANT,0,0,0.4353,low
5c94262aa9af,S13,2024-10-01,2026-03-01,16.95,36,690.0,40.7,,,EXISTANT,0,0,0.5487,medium
5c997e1c8798,I95,2024-10-01,2026-03-01,16.95,234,369.71,21.81,,,EXISTANT,0,0,0.359,low
5c9bcd23d7f7,I86,2024-10-01,2026-03-01,16.95,72,1887.7,111.36,,,EXISTANT,0,0,0.3842,low
5ca179493d1e,I55,2024-10-01,2026-03-01,16.95,18,55.0,3.24,,,EXISTANT,0,0,0.6998,high
5ca2b01ae38e,I27,2024-10-01,2026-03-01,16.95,36,546.0,32.21,,,EXISTANT,0,0,0.5638,high
5ca3b720e704,I51,2024-10-01,2026-03-01,16.95,36,900.0,53.09,,,EXISTANT,0,0,0.5358,medium
5ca9cc5fc164,S07,2024-10-01,2026-03-01,16.95,72,1170.0,69.02,,,EXISTANT,0,0,0.4071,low
5cacd1902e5c,S54,2024-10-01,2026-03-01,16.95,54,777.0,45.84,,,EXISTANT,0,0,0.4826,medium
5cb4601cc910,S15,2024-10-01,2026-03-01,16.95,36,23.17,1.37,,,EXISTANT,0,0,0.6583,high
5cb5bbaf8efe,M03,2024-10-01,2026-03-01,16.95,72,3192.0,188.3,,,EXISTANT,0,0,0.3713,low
5cb6431ad640,S20,2024-10-01,2026-03-01,16.95,54,290.0,17.11,,,EXISTANT,0,0,0.53,medium
5cb7fc583186,S44,2024-10-01,2026-03-01,16.95,18,136.8,8.07,,,EXISTANT,0,0,0.673,high
5cb9118e530d,I46,2024-10-01,2026-03-01,16.95,18,19.29,1.14,,,EXISTANT,0,0,0.7159,high
5cbe872bc3cf,I67,2024-10-01,2026-03-01,16.95,126,1943.0,114.62,,,EXISTANT,0,0,0.3043,low
5cbfc50b72b9,I68,2024-10-01,2026-03-01,16.95,72,1755.0,103.53,,,EXISTANT,0,0,0.3872,low
5cc25eb6cbc6,I33,2024-10-01,2026-03-01,16.95,54,77.5,4.57,,,EXISTANT,0,0,0.5761,high
5cc33aaee50e,I29,2024-10-01,2026-03-01,16.95,36,115.79,6.83,,,EXISTANT,0,0,0.6225,high
5cc49eec311a,I89,2024-10-01,2026-03-01,16.95,18,25.0,1.47,,,EXISTANT,0,0,0.7127,high
5cc6df3d9676,S05,2024-10-01,2026-03-01,16.95,72,550.07,32.45,,,EXISTANT,0,0,0.4496,medium
5ccc95ccfc93,I81,2024-10-01,2026-03-01,16.95,36,166.67,9.83,,,EXISTANT,0,0,0.6129,high
5cd0d6baaa0b,S54,2024-10-01,2026-03-01,16.95,162,1586.0,93.56,,,EXISTANT,0,0,0.2949,low
5cd35ae4defa,I28,2024-10-01,2026-03-01,16.95,54,775.0,45.72,,,EXISTANT,0,0,0.4828,medium
5cd53d5fe96e,I29,2024-10-01,2026-03-01,16.95,18,396.0,23.36,,,EXISTANT,0,0,0.6311,high
5ce065b0a6eb,M01,2024-10-01,2026-03-01,16.95,108,1238.0,73.03,,,EXISTANT,0,0,0.34,low
5ce19d689e93,I33,2024-10-01,2026-03-01,16.95,18,22.5,1.33,,,EXISTANT,0,0,0.7137,high
5ce2d721d7ca,M01,2024-10-01,2026-03-01,16.95,90,0.0,0.0,,,EXISTANT,0,0,0.5156,medium
5ce33ec4aaf0,S05,2024-10-01,2026-03-01,16.95,18,22.5,1.33,,,EXISTANT,0,0,0.7137,high
5ce3d7ef1019,I25,2024-10-01,2026-03-01,16.95,18,50.0,2.95,,,EXISTANT,0,0,0.7023,high
5ce4f8bf20c1,I38,2024-10-01,2026-03-01,16.95,54,960.0,56.63,,,EXISTANT,0,0,0.4702,medium
5ce87647a05f,S50,2024-10-01,2026-03-01,16.95,36,720.0,42.47,,,EXISTANT,0,0,0.5469,medium
5cf1ac29b06d,I18,2024-10-01,2026-03-01,16.95,54,54.0,3.19,,,EXISTANT,0,0,0.584,high
5cf797aab110,I24,2024-10-01,2026-03-01,16.95,126,208.0,12.27,,,EXISTANT,0,0,0.4121,low
5cf8dfd51438,S44,2024-10-01,2026-03-01,16.95,90,1650.0,97.34,,,EXISTANT,0,0,0.3513,low
5cf9565097fa,I57,2024-10-01,2026-03-01,16.95,18,80.0,4.72,,,EXISTANT,0,0,0.6912,high
5cfbecddb6e0,I38,2024-10-01,2026-03-01,16.95,54,33.7,1.99,,,EXISTANT,0,0,0.5939,high
5cfd14b0b9a1,I88,2024-10-01,2026-03-01,16.95,18,300.0,17.7,,,EXISTANT,0,0,0.644,high
5d11dc490b8c,S28,2024-10-01,2026-03-01,16.95,18,18.94,1.12,,,EXISTANT,0,0,0.716,high
5d140fe7e070,I09,2024-10-01,2026-03-01,16.95,108,267.55,15.78,,,EXISTANT,0,0,0.4192,low
5d18b6ecefee,I52,2024-10-01,2026-03-01,16.95,216,304.88,17.99,,,EXISTANT,0,0,0.3691,low
5d1a760d895d,I11,2024-10-01,2026-03-01,16.95,18,100.0,5.9,,,EXISTANT,0,0,0.683,high
5d1e6bf89a66,I77,2024-10-01,2026-03-01,16.95,90,1624.46,95.83,,,EXISTANT,0,0,0.3518,low
5d211230f7ef,S12,2024-10-01,2026-03-01,16.95,36,92.11,5.43,,,EXISTANT,0,0,0.6309,high
5d24fef33d57,I26,2024-10-01,2026-03-01,16.95,18,225.0,13.27,,,EXISTANT,0,0,0.6566,high
5d270739149c,S32,2024-10-01,2026-03-01,16.95,108,0.0,0.0,,,EXISTANT,0,0,0.4907,medium
5d2ae6ee35f8,M10,2024-10-01,2026-03-01,16.95,72,332.0,19.59,,,EXISTANT,0,0,0.4684,medium
5d2b719185c4,S13,2024-10-01,2026-03-01,16.95,90,1650.0,97.34,,,EXISTANT,0,0,0.3513,low
5d2c2dde2c95,I33,2024-10-01,2026-03-01,16.95,36,756.0,44.6,,,EXISTANT,0,0,0.5449,medium
5d3777fc5b7a,M10,2024-10-01,2026-03-01,16.95,144,355.27,20.96,,,EXISTANT,0,0,0.3771,low
5d3f2de626eb,S14,2024-10-01,2026-03-01,16.95,36,2238.9,132.08,,,EXISTANT,0,0,0.4925,medium
5d3fb5db208b,S05,2024-10-01,2026-03-01,16.95,72,1260.0,74.33,,,EXISTANT,0,0,0.4019,low
5d438f8ed934,S14,2024-10-01,2026-03-01,16.95,126,189.72,11.19,,,EXISTANT,0,0,0.4166,low
5d48083291c7,I51,2024-10-01,2026-03-01,16.95,72,430.0,25.37,,,EXISTANT,0,0,0.459,medium
5d4c5d3cec29,I74,2024-10-01,2026-03-01,16.95,36,26.32,1.55,,,EXISTANT,0,0,0.6571,high
5d4d1b04e164,S01,2024-10-01,2026-03-01,16.95,54,330.0,19.47,,,EXISTANT,0,0,0.5217,medium
5d4ddab92d6f,I28,2024-10-01,2026-03-01,16.95,18,330.0,19.47,,,EXISTANT,0,0,0.6382,high
5d4f61132772,I39,2024-10-01,2026-03-01,16.95,90,649.8,38.33,,,EXISTANT,0,0,0.4006,low
5d4fa978282d,S34,2024-10-01,2026-03-01,16.95,18,1039.5,61.32,,,EXISTANT,0,0,0.5826,high
5d509cb5c2ee,I46,2024-10-01,2026-03-01,16.95,162,3769.4,222.37,,,EXISTANT,0,0,0.2727,low
5d510e01b4cb,I88,2024-10-01,2026-03-01,16.95,18,45.0,2.65,,,EXISTANT,0,0,0.7044,high
5d58c1ab8a00,S54,2024-10-01,2026-03-01,16.95,126,1538.0,90.73,,,EXISTANT,0,0,0.3135,low
5d5a16b6e0bf,I27,2024-10-01,2026-03-01,16.95,198,4559.51,268.98,,,EXISTANT,0,0,0.2638,low
5d64d033068b,I64,2024-10-01,2026-03-01,16.95,108,355.7,20.98,,,EXISTANT,0,0,0.4036,low
5d66d475697d,S33,2024-10-01,2026-03-01,16.95,72,3005.7,177.31,,,EXISTANT,0,0,0.3723,low
5d684616b109,I86,2024-10-01,2026-03-01,16.95,108,2184.0,128.84,,,EXISTANT,0,0,0.3167,low
5d70bd49c40d,S03,2024-10-01,2026-03-01,16.95,72,1260.0,74.33,,,EXISTANT,0,0,0.4019,low
5d73348ce697,I68,2024-10-01,2026-03-01,16.95,36,36.0,2.12,,,EXISTANT,0,0,0.6543,high
5d73ddcd4ce3,I20,2024-10-01,2026-03-01,16.95,36,44.0,2.6,,,EXISTANT,0,0,0.6499,high
5d76fc2b3ce5,S47,2024-10-01,2026-03-01,16.95,18,270.0,15.93,,,EXISTANT,0,0,0.6498,high
5d773bf40b56,I85,2024-10-01,2026-03-01,16.95,36,420.0,24.78,,,EXISTANT,0,0,0.5734,high
5d79444a69d9,S03,2024-10-01,2026-03-01,16.95,72,75.42,4.45,,,EXISTANT,0,0,0.5243,medium
5d867ff4ec0c,I46,2024-10-01,2026-03-01,16.95,90,64.43,3.8,,,EXISTANT,0,0,0.4892,medium
5d8a3abe36ce,I45,2024-10-01,2026-03-01,16.95,36,792.0,46.72,,,EXISTANT,0,0,0.543,medium
5d8dae6009ad,I01,2024-10-01,2026-03-01,16.95,108,2181.7,128.7,,,EXISTANT,0,0,0.3167,low
5d9489285696,I85,2024-10-01,2026-03-01,16.95,72,1290.0,76.1,,,EXISTANT,0,0,0.4007,low
5d9a12dbbb54,S54,2024-10-01,2026-03-01,16.95,108,490.0,28.91,,,EXISTANT,0,0,0.3921,low
5d9b86a9e528,S50,2024-10-01,2026-03-01,16.95,126,2592.0,152.91,,,EXISTANT,0,0,0.2966,low
5d9d3c0e0463,I46,2024-10-01,2026-03-01,16.95,234,413.48,24.39,,,EXISTANT,0,0,0.3546,low
5da188d90c76,M10,2024-10-01,2026-03-01,16.95,54,62.0,3.66,,,EXISTANT,0,0,0.5805,high
5da288f340f0,S54,2024-10-01,2026-03-01,16.95,54,530.0,31.27,,,EXISTANT,0,0,0.5044,medium
5dae7bd34493,S15,2024-10-01,2026-03-01,16.95,90,9582.0,565.26,,,EXISTANT,0,0,0.3243,low
5daffac8d06e,I38,2024-10-01,2026-03-01,16.95,36,1440.0,84.95,,,EXISTANT,0,0,0.509,medium
5db52d3e784c,I66,2024-10-01,2026-03-01,16.95,144,27962.0,1649.54,,,EXISTANT,0,0,0.2692,low
5db649664226,I61,2024-10-01,2026-03-01,16.95,72,1140.0,67.25,,,EXISTANT,0,0,0.4087,low
5db68ea91642,M04,2024-10-01,2026-03-01,16.95,36,693.0,40.88,,,EXISTANT,0,0,0.5483,medium
5db76f2e1b0a,I26,2024-10-01,2026-03-01,16.95,36,105.0,6.19,,,EXISTANT,0,0,0.6257,high
5db90bf4009c,I31,2024-10-01,2026-03-01,16.95,36,92.11,5.43,,,EXISTANT,0,0,0.6309,high
5dbac8efda8f,S07,2024-10-01,2026-03-01,16.95,54,160.0,9.44,,,EXISTANT,0,0,0.5525,medium
5dbc73b7580b,I63,2024-10-01,2026-03-01,16.95,90,1344.98,79.34,,,EXISTANT,0,0,0.3606,low
5dbd59e80232,S13,2024-10-01,2026-03-01,16.95,108,56.0,3.3,,,EXISTANT,0,0,0.4675,medium
5dc1b3f6ca15,S55,2024-10-01,2026-03-01,16.95,36,200.0,11.8,,,EXISTANT,0,0,0.6062,high
5dc33c6ec570,I02,2024-10-01,2026-03-01,16.95,36,83.33,4.92,,,EXISTANT,0,0,0.6347,high
5dc6f220d280,I39,2024-10-01,2026-03-01,16.95,36,40.0,2.36,,,EXISTANT,0,0,0.6523,high
5dccf4b9820f,M10,2024-10-01,2026-03-01,16.95,90,1800.0,106.19,,,EXISTANT,0,0,0.348,low
5dd0dc62ca50,S19,2024-10-01,2026-03-01,16.95,36,690.0,40.7,,,EXISTANT,0,0,0.5487,medium
5dd32000725e,S44,2024-10-01,2026-03-01,16.95,18,900.0,53.09,,,EXISTANT,0,0,0.591,high
5dd3614fe3f9,I73,2024-10-01,2026-03-01,16.95,36,980.0,57.81,,,EXISTANT,0,0,0.5304,medium
5dd3b85b4bf9,M14,2024-10-01,2026-03-01,16.95,36,87.72,5.17,,,EXISTANT,0,0,0.6332,high
5dd674c81432,I82,2024-10-01,2026-03-01,16.95,72,380.0,22.42,,,EXISTANT,0,0,0.4637,medium
5dd920ec12d6,I95,2024-10-01,2026-03-01,16.95,18,7.37,0.43,,,EXISTANT,0,0,0.7182,high
5dda19c3a8dd,M10,2024-10-01,2026-03-01,16.95,54,245.62,14.49,,,EXISTANT,0,0,0.5372,medium
5ddc8dafb967,S28,2024-10-01,2026-03-01,16.95,54,127.19,7.5,,,EXISTANT,0,0,0.5588,high
5ddfdafc40aa,M10,2024-10-01,2026-03-01,16.95,234,2760.18,162.83,,,EXISTANT,0,0,0.2684,low
5de1f7b97213,I10,2024-10-01,2026-03-01,16.95,108,274.0,16.16,,,EXISTANT,0,0,0.4168,low
5de4b01626bc,I95,2024-10-01,2026-03-01,16.95,90,98.42,5.81,,,EXISTANT,0,0,0.4772,medium
5de61eb1110b,M10,2024-10-01,2026-03-01,16.95,90,1764.0,104.06,,,EXISTANT,0,0,0.3489,low
5de967aca5cd,I79,2024-10-01,2026-03-01,16.95,90,104.0,6.14,,,EXISTANT,0,0,0.4744,medium
5de9a592df8c,I79,2024-10-01,2026-03-01,16.95,72,1170.0,69.02,,,EXISTANT,0,0,0.4071,low
5df0b7598ed7,S27,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
5df18f1f2fa3,S20,2024-10-01,2026-03-01,16.95,72,85.53,5.05,,,EXISTANT,0,0,0.5204,medium
5df310c7b890,I32,2024-10-01,2026-03-01,16.95,36,42.0,2.48,,,EXISTANT,0,0,0.6513,high
5df3243c8fd4,I75,2024-10-01,2026-03-01,16.95,72,1036.0,61.12,,,EXISTANT,0,0,0.414,low
5df4d71fe1b7,M10,2024-10-01,2026-03-01,16.95,72,222.0,13.1,,,EXISTANT,0,0,0.4883,medium
5df8794f5251,S02,2024-10-01,2026-03-01,16.95,180,106.5,6.28,,,EXISTANT,0,0,0.4113,low
5df9b3f754b1,I73,2024-10-01,2026-03-01,16.95,90,1440.0,84.95,,,EXISTANT,0,0,0.3574,low
5e003f824029,I42,2024-10-01,2026-03-01,16.95,72,1299.6,76.67,,,EXISTANT,0,0,0.4,low
5e03d6a3cc35,I88,2024-10-01,2026-03-01,16.95,36,540.0,31.86,,,EXISTANT,0,0,0.5647,high
5e07898e4a32,S27,2024-10-01,2026-03-01,16.95,36,42.0,2.48,,,EXISTANT,0,0,0.6513,high
5e07ae47ad17,M11,2024-10-01,2026-03-01,16.95,72,1219.18,71.92,,,EXISTANT,0,0,0.4044,low
5e0b0f4d596e,S01,2024-10-01,2026-03-01,16.95,90,1560.0,92.03,,,EXISTANT,0,0,0.3537,low
5e0e54efe525,I33,2024-10-01,2026-03-01,16.95,126,2100.0,123.88,,,EXISTANT,0,0,0.3019,low
5e100e305950,I11,2024-10-01,2026-03-01,16.95,54,2835.0,167.24,,,EXISTANT,0,0,0.426,low
5e1849925dbf,I79,2024-10-01,2026-03-01,16.95,72,0.0,0.0,,,EXISTANT,0,0,0.5536,medium
5e185305e651,M10,2024-10-01,2026-03-01,16.95,54,520.0,30.68,,,EXISTANT,0,0,0.505,medium
5e23c9417b67,S42,2024-10-01,2026-03-01,16.95,36,21980.0,1296.65,,,EXISTANT,0,0,0.473,medium
5e2423223d9d,S45,2024-10-01,2026-03-01,16.95,36,74.56,4.4,,,EXISTANT,0,0,0.6385,high
5e2d09f7239d,I80,2024-10-01,2026-03-01,16.95,36,0.0,0.0,,,EXISTANT,0,0,0.6673,high
5e2dfb1165d4,I42,2024-10-01,2026-03-01,16.95,36,357.5,21.09,,,EXISTANT,0,0,0.5801,high
5e3161e9c22d,I01,2024-10-01,2026-03-01,16.95,72,410.0,24.19,,,EXISTANT,0,0,0.4607,medium
5e3222c70ea4,I91,2024-10-01,2026-03-01,16.95,54,0.0,0.0,,,EXISTANT,0,0,0.606,high
5e348309e23c,I88,2024-10-01,2026-03-01,16.95,54,1188.0,70.08,,,EXISTANT,0,0,0.4585,medium
5e35c2513b5b,I73,2024-10-01,2026-03-01,16.95,72,1200.0,70.79,,,EXISTANT,0,0,0.4052,low
5e36874c396e,I39,2024-10-01,2026-03-01,16.95,162,2947.0,173.85,,,EXISTANT,0,0,0.2766,low
5e377bdef850,I83,2024-10-01,2026-03-01,16.95,36,828.0,48.85,,,EXISTANT,0,0,0.5411,medium
5e399aaeaaee,M12,2024-10-01,2026-03-01,16.95,36,1710.0,100.88,,,EXISTANT,0,0,0.5017,medium
5e39a4dd2da7,S35,2024-10-01,2026-03-01,16.95,72,65.17,3.84,,,EXISTANT,0,0,0.527,medium
5e3ab394a145,I85,2024-10-01,2026-03-01,16.95,36,638.0,37.64,,,EXISTANT,0,0,0.5531,medium
5e3eb4096fa6,I39,2024-10-01,2026-03-01,16.95,72,107.91,6.37,,,EXISTANT,0,0,0.5111,medium
5e421c82fae3,M10,2024-10-01,2026-03-01,16.95,54,184.2,10.87,,,EXISTANT,0,0,0.5486,medium
5e489c4ebc54,I95,2024-10-01,2026-03-01,16.95,36,100.0,5.9,,,EXISTANT,0,0,0.6278,high
5e4a78451ecb,I61,2024-10-01,2026-03-01,16.95,252,3550.0,209.42,,,EXISTANT,0,0,0.2634,low
5e5025efca75,I31,2024-10-01,2026-03-01,16.95,54,870.0,51.32,,,EXISTANT,0,0,0.4769,medium
5e56861aa470,M17,2024-10-01,2026-03-01,16.95,54,320.0,18.88,,,EXISTANT,0,0,0.5238,medium
5e5862dff55f,I66,2024-10-01,2026-03-01,16.95,90,305.0,17.99,,,EXISTANT,0,0,0.4357,low
5e596f90b1a7,I28,2024-10-01,2026-03-01,16.95,126,2040.0,120.34,,,EXISTANT,0,0,0.3029,low
5e5c70a75ebb,M10,2024-10-01,2026-03-01,16.95,126,1340.0,79.05,,,EXISTANT,0,0,0.3199,low
5e5cfa877643,M10,2024-10-01,2026-03-01,16.95,126,1203.37,70.99,,,EXISTANT,0,0,0.3259,low
5e5fc28bb197,I27,2024-10-01,2026-03-01,16.95,72,1000.0,58.99,,,EXISTANT,0,0,0.4155,low
5e604d100f12,I86,2024-10-01,2026-03-01,16.95,36,630.0,37.17,,,EXISTANT,0,0,0.5543,medium
5e6089e89a03,I63,2024-10-01,2026-03-01,16.95,108,1140.0,67.25,,,EXISTANT,0,0,0.3457,low
5e64191de664,I32,2024-10-01,2026-03-01,16.95,90,130.0,7.67,,,EXISTANT,0,0,0.4679,medium
5e644ace2924,S20,2024-10-01,2026-03-01,16.95,36,1407.9,83.06,,,EXISTANT,0,0,0.5101,medium
5e64592f7006,S01,2024-10-01,2026-03-01,16.95,72,1260.0,74.33,,,EXISTANT,0,0,0.4019,low
