date,store_id,objectif_ca,objectif_transactions,objectif_panier_moyen
2025-03-09,S18,22240.88,26,855.42
2025-03-10,S18,25020.99,30,834.03
2025-03-11,S18,26411.05,31,851.97
2025-03-12,S18,27801.1,33,842.46
2025-03-13,S18,29191.16,35,834.03
2025-03-14,S18,30581.21,36,849.48
2025-03-15,S18,36141.43,43,840.5
2025-03-16,S18,22240.88,26,855.42
2025-03-17,S18,25020.99,30,834.03
2025-03-18,S18,26411.05,31,851.97
2025-03-19,S18,27801.1,33,842.46
2025-03-20,S18,29191.16,35,834.03
2025-03-21,S18,30581.21,36,849.48
2025-03-22,S18,36141.43,43,840.5
2025-03-23,S18,22240.88,26,855.42
2025-03-24,S18,25020.99,30,834.03
2025-03-25,S18,26411.05,31,851.97
2025-03-26,S18,27801.1,33,842.46
2025-03-27,S18,29191.16,35,834.03
2025-03-28,S18,30581.21,36,849.48
2025-03-29,S18,36141.43,43,840.5
2025-03-30,S18,22240.88,26,855.42
2025-03-31,S18,25020.99,30,834.03
2025-04-01,S18,28300.11,32,884.38
2025-04-02,S18,29789.59,33,902.71
2025-04-03,S18,31279.07,35,893.69
2025-04-04,S18,32768.55,37,885.64
2025-04-05,S18,38726.47,43,900.62
2025-04-06,S18,23831.67,27,882.65
2025-04-07,S18,26810.63,30,893.69
2025-04-08,S18,28300.11,32,884.38
2025-04-09,S18,29789.59,33,902.71
2025-04-10,S18,31279.07,35,893.69
2025-04-11,S18,32768.55,37,885.64
2025-04-12,S18,38726.47,43,900.62
2025-04-13,S18,23831.67,27,882.65
2025-04-14,S18,26810.63,30,893.69
2025-04-15,S18,28300.11,32,884.38
2025-04-16,S18,29789.59,33,902.71
2025-04-17,S18,31279.07,35,893.69
2025-04-18,S18,32768.55,37,885.64
2025-04-19,S18,38726.47,43,900.62
2025-04-20,S18,23831.67,27,882.65
2025-04-21,S18,26810.63,30,893.69
2025-04-22,S18,28300.11,32,884.38
2025-04-23,S18,29789.59,33,902.71
2025-04-24,S18,31279.07,35,893.69
2025-04-25,S18,32768.55,37,885.64
2025-04-26,S18,38726.47,43,900.62
2025-04-27,S18,23831.67,27,882.65
2025-04-28,S18,26810.63,30,893.69
2025-04-29,S18,28300.11,32,884.38
2025-04-30,S18,29789.59,33,902.71
2025-05-01,S18,28572.49,35,816.36
2025-05-02,S18,29933.08,36,831.47
2025-05-03,S18,35375.46,43,822.69
2025-05-04,S18,21769.51,26,837.29
2025-05-05,S18,24490.7,30,816.36
2025-05-06,S18,25851.3,31,833.91
2025-05-07,S18,27211.89,33,824.6
2025-05-08,S18,28572.49,35,816.36
2025-05-09,S18,29933.08,36,831.47
2025-05-10,S18,35375.46,43,822.69
2025-05-11,S18,21769.51,26,837.29
2025-05-12,S18,24490.7,30,816.36
2025-05-13,S18,25851.3,31,833.91
2025-05-14,S18,27211.89,33,824.6
2025-05-15,S18,28572.49,35,816.36
2025-05-16,S18,29933.08,36,831.47
2025-05-17,S18,35375.46,43,822.69
2025-05-18,S18,21769.51,26,837.29
2025-05-19,S18,24490.7,30,816.36
2025-05-20,S18,25851.3,31,833.91
2025-05-21,S18,27211.89,33,824.6
2025-05-22,S18,28572.49,35,816.36
2025-05-23,S18,29933.08,36,831.47
2025-05-24,S18,35375.46,43,822.69
2025-05-25,S18,21769.51,26,837.29
2025-05-26,S18,24490.7,30,816.36
2025-05-27,S18,25851.3,31,833.91
2025-05-28,S18,27211.89,33,824.6
2025-05-29,S18,28572.49,35,816.36
2025-05-30,S18,29933.08,36,831.47
2025-05-31,S18,35375.46,43,822.69
2025-06-01,S18,21747.45,26,836.44
2025-06-02,S18,24465.88,30,815.53
2025-06-03,S18,25825.09,31,833.07
2025-06-04,S18,27184.31,33,823.77
2025-06-05,S18,28543.52,35,815.53
2025-06-06,S18,29902.74,36,830.63
2025-06-07,S18,35339.6,43,821.85
2025-06-08,S18,21747.45,26,836.44
2025-06-09,S18,24465.88,30,815.53
2025-06-10,S18,25825.09,31,833.07
2025-06-11,S18,27184.31,33,823.77
2025-06-12,S18,28543.52,35,815.53
2025-06-13,S18,29902.74,36,830.63
2025-06-14,S18,35339.6,43,821.85
2025-06-15,S18,21747.45,26,836.44
2025-06-16,S18,24465.88,30,815.53
2025-06-17,S18,25825.09,31,833.07
2025-06-18,S18,27184.31,33,823.77
2025-06-19,S18,28543.52,35,815.53
2025-06-20,S18,29902.74,36,830.63
2025-06-21,S18,35339.6,43,821.85
2025-06-22,S18,21747.45,26,836.44
2025-06-23,S18,24465.88,30,815.53
2025-06-24,S18,25825.09,31,833.07
2025-06-25,S18,27184.31,33,823.77
2025-06-26,S18,28543.52,35,815.53
2025-06-27,S18,29902.74,36,830.63
2025-06-28,S18,35339.6,43,821.85
2025-06-29,S18,21747.45,26,836.44
2025-06-30,S18,24465.88,30,815.53
2025-07-01,S18,28225.89,32,882.06
2025-07-02,S18,29711.47,33,900.35
2025-07-03,S18,31197.04,35,891.34
2025-07-04,S18,32682.61,37,883.31
2025-07-05,S18,38624.9,43,898.25
2025-07-06,S18,23769.17,27,880.34
2025-07-07,S18,26740.32,30,891.34
2025-07-08,S18,28225.89,32,882.06
2025-07-09,S18,29711.47,33,900.35
2025-07-10,S18,31197.04,35,891.34
2025-07-11,S18,32682.61,37,883.31
2025-07-12,S18,38624.9,43,898.25
2025-07-13,S18,23769.17,27,880.34
2025-07-14,S18,26740.32,30,891.34
2025-07-15,S18,28225.89,32,882.06
2025-07-16,S18,29711.47,33,900.35
2025-07-17,S18,31197.04,35,891.34
2025-07-18,S18,32682.61,37,883.31
2025-07-19,S18,38624.9,43,898.25
2025-07-20,S18,23769.17,27,880.34
2025-07-21,S18,26740.32,30,891.34
2025-07-22,S18,28225.89,32,882.06
2025-07-23,S18,29711.47,33,900.35
2025-07-24,S18,31197.04,35,891.34
2025-07-25,S18,32682.61,37,883.31
2025-07-26,S18,38624.9,43,898.25
2025-07-27,S18,23769.17,27,880.34
2025-07-28,S18,26740.32,30,891.34
2025-07-29,S18,28225.89,32,882.06
2025-07-30,S18,29711.47,33,900.35
2025-07-31,S18,31197.04,35,891.34
2025-08-01,S18,31310.53,36,869.74
2025-08-02,S18,37003.36,42,881.03
2025-08-03,S18,22771.3,26,875.82
2025-08-04,S18,25617.71,29,883.37
2025-08-05,S18,27040.91,31,872.29
2025-08-06,S18,28464.12,33,862.55
2025-08-07,S18,29887.33,34,879.04
2025-08-08,S18,31310.53,36,869.74
2025-08-09,S18,37003.36,42,881.03
2025-08-10,S18,22771.3,26,875.82
2025-08-11,S18,25617.71,29,883.37
2025-08-12,S18,27040.91,31,872.29
2025-08-13,S18,28464.12,33,862.55
2025-08-14,S18,29887.33,34,879.04
2025-08-15,S18,31310.53,36,869.74
2025-08-16,S18,37003.36,42,881.03
2025-08-17,S18,22771.3,26,875.82
2025-08-18,S18,25617.71,29,883.37
2025-08-19,S18,27040.91,31,872.29
2025-08-20,S18,28464.12,33,862.55
2025-08-21,S18,29887.33,34,879.04
2025-08-22,S18,31310.53,36,869.74
2025-08-23,S18,37003.36,42,881.03
2025-08-24,S18,22771.3,26,875.82
2025-08-25,S18,25617.71,29,883.37
2025-08-26,S18,27040.91,31,872.29
2025-08-27,S18,28464.12,33,862.55
2025-08-28,S18,29887.33,34,879.04
2025-08-29,S18,31310.53,36,869.74
2025-08-30,S18,37003.36,42,881.03
2025-08-31,S18,22771.3,26,875.82
2025-09-01,S18,29747.96,30,991.6
2025-09-02,S18,31400.62,32,981.27
2025-09-03,S18,33053.29,33,1001.61
2025-09-04,S18,34705.95,35,991.6
2025-09-05,S18,36358.62,37,982.67
2025-09-06,S18,42969.27,43,999.29
2025-09-07,S18,26442.63,27,979.36
2025-09-08,S18,29747.96,30,991.6
2025-09-09,S18,31400.62,32,981.27
2025-09-10,S18,33053.29,33,1001.61
2025-09-11,S18,34705.95,35,991.6
2025-09-12,S18,36358.62,37,982.67
2025-09-13,S18,42969.27,43,999.29
2025-09-14,S18,26442.63,27,979.36
2025-09-15,S18,29747.96,30,991.6
2025-09-16,S18,31400.62,32,981.27
2025-09-17,S18,33053.29,33,1001.61
2025-09-18,S18,34705.95,35,991.6
2025-09-19,S18,36358.62,37,982.67
2025-09-20,S18,42969.27,43,999.29
2025-09-21,S18,26442.63,27,979.36
2025-09-22,S18,29747.96,30,991.6
2025-09-23,S18,31400.62,32,981.27
2025-09-24,S18,33053.29,33,1001.61
2025-09-25,S18,34705.95,35,991.6
2025-09-26,S18,36358.62,37,982.67
2025-09-27,S18,42969.27,43,999.29
2025-09-28,S18,26442.63,27,979.36
2025-09-29,S18,29747.96,30,991.6
2025-09-30,S18,31400.62,32,981.27
2025-10-01,S18,26204.2,33,794.07
2025-10-02,S18,27514.41,34,809.25
2025-10-03,S18,28824.62,36,800.68
2025-10-04,S18,34065.46,42,811.08
2025-10-05,S18,20963.36,26,806.28
2025-10-06,S18,23583.78,29,813.23
2025-10-07,S18,24893.99,31,803.03
2025-10-08,S18,26204.2,33,794.07
2025-10-09,S18,27514.41,34,809.25
2025-10-10,S18,28824.62,36,800.68
2025-10-11,S18,34065.46,42,811.08
2025-10-12,S18,20963.36,26,806.28
2025-10-13,S18,23583.78,29,813.23
2025-10-14,S18,24893.99,31,803.03
2025-10-15,S18,26204.2,33,794.07
2025-10-16,S18,27514.41,34,809.25
2025-10-17,S18,28824.62,36,800.68
2025-10-18,S18,34065.46,42,811.08
2025-10-19,S18,20963.36,26,806.28
2025-10-20,S18,23583.78,29,813.23
2025-10-21,S18,24893.99,31,803.03
2025-10-22,S18,26204.2,33,794.07
2025-10-23,S18,27514.41,34,809.25
2025-10-24,S18,28824.62,36,800.68
2025-10-25,S18,34065.46,42,811.08
2025-10-26,S18,20963.36,26,806.28
2025-10-27,S18,23583.78,29,813.23
2025-10-28,S18,24893.99,31,803.03
2025-10-29,S18,26204.2,33,794.07
2025-10-30,S18,27514.41,34,809.25
2025-10-31,S18,28824.62,36,800.68
2025-11-01,S18,37805.71,43,879.2
2025-11-02,S18,23265.05,26,894.81
2025-11-03,S18,26173.19,30,872.44
2025-11-04,S18,27627.25,31,891.2
2025-11-05,S18,29081.32,33,881.25
2025-11-06,S18,30535.38,35,872.44
2025-11-07,S18,31989.45,36,888.6
2025-11-08,S18,37805.71,43,879.2
2025-11-09,S18,23265.05,26,894.81
2025-11-10,S18,26173.19,30,872.44
2025-11-11,S18,27627.25,31,891.2
2025-11-12,S18,29081.32,33,881.25
2025-11-13,S18,30535.38,35,872.44
2025-11-14,S18,31989.45,36,888.6
2025-11-15,S18,37805.71,43,879.2
2025-11-16,S18,23265.05,26,894.81
2025-11-17,S18,26173.19,30,872.44
2025-11-18,S18,27627.25,31,891.2
2025-11-19,S18,29081.32,33,881.25
2025-11-20,S18,30535.38,35,872.44
2025-11-21,S18,31989.45,36,888.6
2025-11-22,S18,37805.71,43,879.2
2025-11-23,S18,23265.05,26,894.81
2025-11-24,S18,26173.19,30,872.44
2025-11-25,S18,27627.25,31,891.2
2025-11-26,S18,29081.32,33,881.25
2025-11-27,S18,30535.38,35,872.44
2025-11-28,S18,31989.45,36,888.6
2025-11-29,S18,37805.71,43,879.2
2025-11-30,S18,23265.05,26,894.81
2025-12-01,S18,31868.34,31,1028.01
2025-12-02,S18,33638.8,33,1019.36
2025-12-03,S18,35409.26,34,1041.45
2025-12-04,S18,37179.73,36,1032.77
2025-12-05,S18,38950.19,38,1025.01
2025-12-06,S18,46032.04,45,1022.93
2025-12-07,S18,28327.41,27,1049.16
2025-12-08,S18,31868.34,31,1028.01
2025-12-09,S18,33638.8,33,1019.36
2025-12-10,S18,35409.26,34,1041.45
2025-12-11,S18,37179.73,36,1032.77
2025-12-12,S18,38950.19,38,1025.01
2025-12-13,S18,46032.04,45,1022.93
2025-12-14,S18,28327.41,27,1049.16
2025-12-15,S18,31868.34,31,1028.01
2025-12-16,S18,33638.8,33,1019.36
2025-12-17,S18,35409.26,34,1041.45
2025-12-18,S18,37179.73,36,1032.77
2025-12-19,S18,38950.19,38,1025.01
2025-12-20,S18,46032.04,45,1022.93
2025-12-21,S18,28327.41,27,1049.16
2025-12-22,S18,31868.34,31,1028.01
2025-12-23,S18,33638.8,33,1019.36
2025-12-24,S18,35409.26,34,1041.45
2025-12-25,S18,37179.73,36,1032.77
2025-12-26,S18,38950.19,38,1025.01
2025-12-27,S18,46032.04,45,1022.93
2025-12-28,S18,28327.41,27,1049.16
2025-12-29,S18,31868.34,31,1028.01
2025-12-30,S18,33638.8,33,1019.36
2025-12-31,S18,35409.26,34,1041.45
2026-01-01,S18,30406.68,35,868.76
2026-01-02,S18,31854.62,36,884.85
2026-01-03,S18,37646.37,43,875.5
2026-01-04,S18,23167.0,26,891.04
2026-01-05,S18,26062.87,30,868.76
2026-01-06,S18,27510.81,31,887.45
2026-01-07,S18,28958.75,33,877.54
2026-01-08,S18,30406.68,35,868.76
2026-01-09,S18,31854.62,36,884.85
2026-01-10,S18,37646.37,43,875.5
2026-01-11,S18,23167.0,26,891.04
2026-01-12,S18,26062.87,30,868.76
2026-01-13,S18,27510.81,31,887.45
2026-01-14,S18,28958.75,33,877.54
2026-01-15,S18,30406.68,35,868.76
2026-01-16,S18,31854.62,36,884.85
2026-01-17,S18,37646.37,43,875.5
2026-01-18,S18,23167.0,26,891.04
2026-01-19,S18,26062.87,30,868.76
2026-01-20,S18,27510.81,31,887.45
2026-01-21,S18,28958.75,33,877.54
2026-01-22,S18,30406.68,35,868.76
2026-01-23,S18,31854.62,36,884.85
2026-01-24,S18,37646.37,43,875.5
2026-01-25,S18,23167.0,26,891.04
2026-01-26,S18,26062.87,30,868.76
2026-01-27,S18,27510.81,31,887.45
2026-01-28,S18,28958.75,33,877.54
2026-01-29,S18,30406.68,35,868.76
2026-01-30,S18,31854.62,36,884.85
2026-01-31,S18,37646.37,43,875.5
2026-02-01,S18,21695.17,26,834.43
2026-02-02,S18,24407.07,29,841.62
2026-02-03,S18,25763.02,31,831.07
2026-02-04,S18,27118.97,33,821.79
2026-02-05,S18,28474.92,34,837.5
2026-02-06,S18,29830.87,36,828.64
2026-02-07,S18,35254.66,43,819.88
2026-02-08,S18,21695.17,26,834.43
2026-02-09,S18,24407.07,29,841.62
2026-02-10,S18,25763.02,31,831.07
2026-02-11,S18,27118.97,33,821.79
2026-02-12,S18,28474.92,34,837.5
2026-02-13,S18,29830.87,36,828.64
2026-02-14,S18,35254.66,43,819.88
2026-02-15,S18,21695.17,26,834.43
2026-02-16,S18,24407.07,29,841.62
2026-02-17,S18,25763.02,31,831.07
2026-02-18,S18,27118.97,33,821.79
2026-02-19,S18,28474.92,34,837.5
2026-02-20,S18,29830.87,36,828.64
2026-02-21,S18,35254.66,43,819.88
2026-02-22,S18,21695.17,26,834.43
2026-02-23,S18,24407.07,29,841.62
2026-02-24,S18,25763.02,31,831.07
2026-02-25,S18,27118.97,33,821.79
2026-02-26,S18,28474.92,34,837.5
2026-02-27,S18,29830.87,36,828.64
2026-02-28,S18,35254.66,43,819.88
2026-03-01,S18,22240.88,26,855.42
2026-03-02,S18,25020.99,30,834.03
2026-03-03,S18,26411.05,31,851.97
2026-03-04,S18,27801.1,33,842.46
2026-03-05,S18,29191.16,35,834.03
2026-03-06,S18,30581.21,36,849.48
2026-03-07,S18,36141.43,43,840.5
2026-03-08,S18,22240.88,26,855.42
2026-03-09,S18,25020.99,30,834.03
2026-03-10,S18,26411.05,31,851.97
2026-03-11,S18,27801.1,33,842.46
2026-03-12,S18,29191.16,35,834.03
2026-03-13,S18,30581.21,36,849.48
2026-03-14,S18,36141.43,43,840.5
2026-03-15,S18,22240.88,26,855.42
2026-03-16,S18,25020.99,30,834.03
2026-03-17,S18,26411.05,31,851.97
2026-03-18,S18,27801.1,33,842.46
2026-03-19,S18,29191.16,35,834.03
2026-03-20,S18,30581.21,36,849.48
2026-03-21,S18,36141.43,43,840.5
2026-03-22,S18,22240.88,26,855.42
2026-03-23,S18,25020.99,30,834.03
2026-03-24,S18,26411.05,31,851.97
2026-03-25,S18,27801.1,33,842.46
2026-03-26,S18,29191.16,35,834.03
2026-03-27,S18,30581.21,36,849.48
2026-03-28,S18,36141.43,43,840.5
2026-03-29,S18,22240.88,26,855.42
2026-03-30,S18,25020.99,30,834.03
2026-03-31,S18,26411.05,31,851.97
2023-01-01,S21,11411.52,26,438.9
2023-01-02,S21,12837.96,29,442.69
2023-01-03,S21,13551.18,30,451.71
2023-01-04,S21,14264.4,32,445.76
2023-01-05,S21,14977.62,34,440.52
2023-01-06,S21,15690.84,35,448.31
2023-01-07,S21,18543.73,42,441.52
2023-01-08,S21,11411.52,26,438.9
2023-01-09,S21,12837.96,29,442.69
2023-01-10,S21,13551.18,30,451.71
2023-01-11,S21,14264.4,32,445.76
2023-01-12,S21,14977.62,34,440.52
2023-01-13,S21,15690.84,35,448.31
2023-01-14,S21,18543.73,42,441.52
2023-01-15,S21,11411.52,26,438.9
2023-01-16,S21,12837.96,29,442.69
2023-01-17,S21,13551.18,30,451.71
2023-01-18,S21,14264.4,32,445.76
2023-01-19,S21,14977.62,34,440.52
2023-01-20,S21,15690.84,35,448.31
2023-01-21,S21,18543.73,42,441.52
2023-01-22,S21,11411.52,26,438.9
2023-01-23,S21,12837.96,29,442.69
2023-01-24,S21,13551.18,30,451.71
2023-01-25,S21,14264.4,32,445.76
2023-01-26,S21,14977.62,34,440.52
2023-01-27,S21,15690.84,35,448.31
2023-01-28,S21,18543.73,42,441.52
2023-01-29,S21,11411.52,26,438.9
2023-01-30,S21,12837.96,29,442.69
2023-01-31,S21,13551.18,30,451.71
2023-02-01,S21,14474.42,32,452.33
2023-02-02,S21,15198.14,34,447.0
2023-02-03,S21,15921.86,35,454.91
2023-02-04,S21,18816.74,42,448.02
2023-02-05,S21,11579.53,26,445.37
2023-02-06,S21,13026.97,29,449.21
2023-02-07,S21,13750.7,30,458.36
2023-02-08,S21,14474.42,32,452.33
2023-02-09,S21,15198.14,34,447.0
2023-02-10,S21,15921.86,35,454.91
2023-02-11,S21,18816.74,42,448.02
2023-02-12,S21,11579.53,26,445.37
2023-02-13,S21,13026.97,29,449.21
2023-02-14,S21,13750.7,30,458.36
2023-02-15,S21,14474.42,32,452.33
2023-02-16,S21,15198.14,34,447.0
2023-02-17,S21,15921.86,35,454.91
2023-02-18,S21,18816.74,42,448.02
2023-02-19,S21,11579.53,26,445.37
2023-02-20,S21,13026.97,29,449.21
2023-02-21,S21,13750.7,30,458.36
2023-02-22,S21,14474.42,32,452.33
2023-02-23,S21,15198.14,34,447.0
2023-02-24,S21,15921.86,35,454.91
2023-02-25,S21,18816.74,42,448.02
2023-02-26,S21,11579.53,26,445.37
2023-02-27,S21,13026.97,29,449.21
2023-02-28,S21,13750.7,30,458.36
2023-03-01,S21,14937.96,32,466.81
2023-03-02,S21,15684.86,34,461.32
2023-03-03,S21,16431.76,35,469.48
2023-03-04,S21,19419.35,42,462.37
2023-03-05,S21,11950.37,26,459.63
2023-03-06,S21,13444.16,29,463.59
2023-03-07,S21,14191.06,31,457.78
2023-03-08,S21,14937.96,32,466.81
2023-03-09,S21,15684.86,34,461.32
2023-03-10,S21,16431.76,35,469.48
2023-03-11,S21,19419.35,42,462.37
2023-03-12,S21,11950.37,26,459.63
2023-03-13,S21,13444.16,29,463.59
2023-03-14,S21,14191.06,31,457.78
2023-03-15,S21,14937.96,32,466.81
2023-03-16,S21,15684.86,34,461.32
2023-03-17,S21,16431.76,35,469.48
2023-03-18,S21,19419.35,42,462.37
2023-03-19,S21,11950.37,26,459.63
2023-03-20,S21,13444.16,29,463.59
2023-03-21,S21,14191.06,31,457.78
2023-03-22,S21,14937.96,32,466.81
2023-03-23,S21,15684.86,34,461.32
2023-03-24,S21,16431.76,35,469.48
2023-03-25,S21,19419.35,42,462.37
2023-03-26,S21,11950.37,26,459.63
2023-03-27,S21,13444.16,29,463.59
2023-03-28,S21,14191.06,31,457.78
2023-03-29,S21,14937.96,32,466.81
2023-03-30,S21,15684.86,34,461.32
2023-03-31,S21,16431.76,35,469.48
2023-04-01,S21,20080.02,42,478.1
2023-04-02,S21,12356.94,26,475.27
2023-04-03,S21,13901.55,29,479.36
2023-04-04,S21,14673.86,30,489.13
2023-04-05,S21,15446.17,32,482.69
2023-04-06,S21,16218.48,34,477.01
2023-04-07,S21,16990.79,35,485.45
2023-04-08,S21,20080.02,42,478.1
2023-04-09,S21,12356.94,26,475.27
2023-04-10,S21,13901.55,29,479.36
2023-04-11,S21,14673.86,30,489.13
2023-04-12,S21,15446.17,32,482.69
2023-04-13,S21,16218.48,34,477.01
2023-04-14,S21,16990.79,35,485.45
2023-04-15,S21,20080.02,42,478.1
2023-04-16,S21,12356.94,26,475.27
2023-04-17,S21,13901.55,29,479.36
2023-04-18,S21,14673.86,30,489.13
2023-04-19,S21,15446.17,32,482.69
2023-04-20,S21,16218.48,34,477.01
2023-04-21,S21,16990.79,35,485.45
2023-04-22,S21,20080.02,42,478.1
2023-04-23,S21,12356.94,26,475.27
2023-04-24,S21,13901.55,29,479.36
2023-04-25,S21,14673.86,30,489.13
2023-04-26,S21,15446.17,32,482.69
2023-04-27,S21,16218.48,34,477.01
2023-04-28,S21,16990.79,35,485.45
2023-04-29,S21,20080.02,42,478.1
2023-04-30,S21,12356.94,26,475.27
2023-05-01,S21,12669.91,28,452.5
2023-05-02,S21,13373.79,30,445.79
2023-05-03,S21,14077.67,32,439.93
2023-05-04,S21,14781.56,33,447.93
2023-05-05,S21,15485.44,35,442.44
2023-05-06,S21,18300.98,41,446.37
2023-05-07,S21,11262.14,25,450.49
2023-05-08,S21,12669.91,28,452.5
2023-05-09,S21,13373.79,30,445.79
2023-05-10,S21,14077.67,32,439.93
2023-05-11,S21,14781.56,33,447.93
2023-05-12,S21,15485.44,35,442.44
2023-05-13,S21,18300.98,41,446.37
2023-05-14,S21,11262.14,25,450.49
2023-05-15,S21,12669.91,28,452.5
2023-05-16,S21,13373.79,30,445.79
2023-05-17,S21,14077.67,32,439.93
2023-05-18,S21,14781.56,33,447.93
2023-05-19,S21,15485.44,35,442.44
2023-05-20,S21,18300.98,41,446.37
2023-05-21,S21,11262.14,25,450.49
2023-05-22,S21,12669.91,28,452.5
2023-05-23,S21,13373.79,30,445.79
2023-05-24,S21,14077.67,32,439.93
2023-05-25,S21,14781.56,33,447.93
2023-05-26,S21,15485.44,35,442.44
2023-05-27,S21,18300.98,41,446.37
2023-05-28,S21,11262.14,25,450.49
2023-05-29,S21,12669.91,28,452.5
2023-05-30,S21,13373.79,30,445.79
2023-05-31,S21,14077.67,32,439.93
2023-06-01,S21,14790.84,33,448.21
2023-06-02,S21,15495.16,35,442.72
2023-06-03,S21,18312.47,41,446.65
2023-06-04,S21,11269.21,25,450.77
2023-06-05,S21,12677.86,29,437.17
2023-06-06,S21,13382.19,30,446.07
2023-06-07,S21,14086.51,32,440.2
2023-06-08,S21,14790.84,33,448.21
2023-06-09,S21,15495.16,35,442.72
2023-06-10,S21,18312.47,41,446.65
2023-06-11,S21,11269.21,25,450.77
2023-06-12,S21,12677.86,29,437.17
2023-06-13,S21,13382.19,30,446.07
2023-06-14,S21,14086.51,32,440.2
2023-06-15,S21,14790.84,33,448.21
2023-06-16,S21,15495.16,35,442.72
2023-06-17,S21,18312.47,41,446.65
2023-06-18,S21,11269.21,25,450.77
2023-06-19,S21,12677.86,29,437.17
2023-06-20,S21,13382.19,30,446.07
2023-06-21,S21,14086.51,32,440.2
2023-06-22,S21,14790.84,33,448.21
2023-06-23,S21,15495.16,35,442.72
2023-06-24,S21,18312.47,41,446.65
2023-06-25,S21,11269.21,25,450.77
2023-06-26,S21,12677.86,29,437.17
2023-06-27,S21,13382.19,30,446.07
2023-06-28,S21,14086.51,32,440.2
2023-06-29,S21,14790.84,33,448.21
2023-06-30,S21,15495.16,35,442.72
2023-07-01,S21,20431.15,42,486.46
2023-07-02,S21,12573.01,26,483.58
2023-07-03,S21,14144.64,29,487.75
2023-07-04,S21,14930.45,31,481.63
2023-07-05,S21,15716.27,32,491.13
2023-07-06,S21,16502.08,34,485.36
2023-07-07,S21,17287.89,35,493.94
2023-07-08,S21,20431.15,42,486.46
2023-07-09,S21,12573.01,26,483.58
2023-07-10,S21,14144.64,29,487.75
2023-07-11,S21,14930.45,31,481.63
2023-07-12,S21,15716.27,32,491.13
2023-07-13,S21,16502.08,34,485.36
2023-07-14,S21,17287.89,35,493.94
2023-07-15,S21,20431.15,42,486.46
2023-07-16,S21,12573.01,26,483.58
2023-07-17,S21,14144.64,29,487.75
2023-07-18,S21,14930.45,31,481.63
2023-07-19,S21,15716.27,32,491.13
2023-07-20,S21,16502.08,34,485.36
2023-07-21,S21,17287.89,35,493.94
2023-07-22,S21,20431.15,42,486.46
2023-07-23,S21,12573.01,26,483.58
2023-07-24,S21,14144.64,29,487.75
2023-07-25,S21,14930.45,31,481.63
2023-07-26,S21,15716.27,32,491.13
2023-07-27,S21,16502.08,34,485.36
2023-07-28,S21,17287.89,35,493.94
2023-07-29,S21,20431.15,42,486.46
2023-07-30,S21,12573.01,26,483.58
2023-07-31,S21,14144.64,29,487.75
2023-08-01,S21,13776.49,31,444.4
2023-08-02,S21,14501.57,32,453.17
2023-08-03,S21,15226.64,34,447.84
2023-08-04,S21,15951.72,35,455.76
2023-08-05,S21,18852.03,42,448.86
2023-08-06,S21,11601.25,26,446.2
2023-08-07,S21,13051.41,29,450.05
2023-08-08,S21,13776.49,31,444.4
2023-08-09,S21,14501.57,32,453.17
2023-08-10,S21,15226.64,34,447.84
2023-08-11,S21,15951.72,35,455.76
2023-08-12,S21,18852.03,42,448.86
2023-08-13,S21,11601.25,26,446.2
2023-08-14,S21,13051.41,29,450.05
2023-08-15,S21,13776.49,31,444.4
2023-08-16,S21,14501.57,32,453.17
2023-08-17,S21,15226.64,34,447.84
2023-08-18,S21,15951.72,35,455.76
2023-08-19,S21,18852.03,42,448.86
2023-08-20,S21,11601.25,26,446.2
2023-08-21,S21,13051.41,29,450.05
2023-08-22,S21,13776.49,31,444.4
2023-08-23,S21,14501.57,32,453.17
2023-08-24,S21,15226.64,34,447.84
2023-08-25,S21,15951.72,35,455.76
2023-08-26,S21,18852.03,42,448.86
2023-08-27,S21,11601.25,26,446.2
2023-08-28,S21,13051.41,29,450.05
2023-08-29,S21,13776.49,31,444.4
2023-08-30,S21,14501.57,32,453.17
2023-08-31,S21,15226.64,34,447.84
2023-09-01,S21,18955.1,36,526.53
2023-09-02,S21,22401.49,42,533.37
2023-09-03,S21,13785.53,26,530.21
2023-09-04,S21,15508.72,29,534.78
2023-09-05,S21,16370.32,31,528.07
2023-09-06,S21,17231.91,32,538.5
2023-09-07,S21,18093.51,34,532.16
2023-09-08,S21,18955.1,36,526.53
2023-09-09,S21,22401.49,42,533.37
2023-09-10,S21,13785.53,26,530.21
2023-09-11,S21,15508.72,29,534.78
2023-09-12,S21,16370.32,31,528.07
2023-09-13,S21,17231.91,32,538.5
2023-09-14,S21,18093.51,34,532.16
2023-09-15,S21,18955.1,36,526.53
2023-09-16,S21,22401.49,42,533.37
2023-09-17,S21,13785.53,26,530.21
2023-09-18,S21,15508.72,29,534.78
2023-09-19,S21,16370.32,31,528.07
2023-09-20,S21,17231.91,32,538.5
2023-09-21,S21,18093.51,34,532.16
2023-09-22,S21,18955.1,36,526.53
2023-09-23,S21,22401.49,42,533.37
2023-09-24,S21,13785.53,26,530.21
2023-09-25,S21,15508.72,29,534.78
2023-09-26,S21,16370.32,31,528.07
2023-09-27,S21,17231.91,32,538.5
2023-09-28,S21,18093.51,34,532.16
2023-09-29,S21,18955.1,36,526.53
2023-09-30,S21,22401.49,42,533.37
2023-10-01,S21,11148.82,25,445.95
2023-10-02,S21,12542.42,29,432.5
