COD_PROD;DES_PROD;COD_GROUP;COD_FAM;COD_SFAM;COMPOSER;PA_HT;PA_TTC;VAL_MARGE;TX_MARGE;PV_HT;TX_TVA;MNT_TVA;PV_TTC;SITUATION;QTE_MIN;QTE_MAX;VENDABLE;LIVRABLE;TYPE_PROD;VALORISABLE;LIB_FACT;REDEVANCE;TX_REMISE;NUM_COMPT;NUM_COMPT_REM;SERIALISABLE;DEPOT_VENTE;FICHE_VENTE;ID_CLIENT;NUM_APPEL;DAT_MAJ;COD_USER;VALORISATION;TX_TIMBRE_RECHARGE;FLAG_LP;INTERNE;DES_WEB;FLAG_ESHOP;LP_CORPO;PV_HT_ESHOP;FLAG_3G;ACTIF;GAMME;GAMME_DASH_ID;FAMILLE_DASH_ID;FLAG_4G;OUTLET;FLAG_AFFICHER_RESERV;DAT_OUTLET;ORDRE;INFO_TIMBRE;FLAG_5G;EOL
8812053;Forfait 4G BOX Pro(3 mois);88;12;053;N;;;;;166;19;31;225;;;;O;O;R;O;Forfait 4G BOX Pro(3 mois);0;0;4722121110;4719000;O;O;O;;;02/18/2026 11:43:47;1554;;14;N;N;Forfait 4g BOX Pro(3 mois);N;N;;N;O;;4;3;;N;;;;;;N
8812060;Abonnement Mobile WIFI Prépayé;88;12;060;N;;;;;83;19;16;99;;;;N;N;R;O;Abonnement Mobile WIFI Prépayé;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:46:22;1554;F;0;N;N;;N;N;;N;O;20;4;;;N;;;;N;;N
9010005;Surf Box FWBA;90;10;005;N;337;;;;0;0;0;0;;;;O;O;R;O;Surf Box FWBA;0;0;4722121110;4719000;O;O;O;;;02/18/2026 11:48:05;1554;;0;N;N;BOX PRO TECHNICOLOR TG670;N;N;;N;O;;4;;;N;;;;;;N
8812066;Abonnement Surf Box (3 Mois);88;12;066;N;;;;;88;7;6;95;;;;N;N;R;O;Abonnement Surf Box (3 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:48:17;1554;F;0;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
8847801;ADSL Full Ooredoo 8 MBPS 3 MOIS--Ooredoo;88;47;801;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 3 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847802;ADSL Full Ooredoo 8 MBPS 3 MOIS--TT;88;47;802;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 3 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847400;Pack ADSL Full Ooredoo 4 Mbps;88;47;400;N;;;;;0;0;0;0;;;;O;N;R;O;Pack ADSL Full Ooredoo 4 Mbps;5;0;;;N;N;N;;N;02/18/2026 11:46:23;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847401;ADSL Full Ooredoo 4 MBPS 3 MOIS--Ooredoo;88;47;401;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 3 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:23;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847402;ADSL Full Ooredoo 4 MBPS 3 MOIS--TT;88;47;402;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 3 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:23;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847403;ADSL Full Ooredoo 4 MBPS 6 MOIS--Ooredoo;88;47;403;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 6 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:23;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847404;ADSL Full Ooredoo 4 MBPS 6 MOIS--TT;88;47;404;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 6 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847405;ADSL Full Ooredoo 4 MBPS 12 MOIS--Ooredoo;88;47;405;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 12 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847406;ADSL Full Ooredoo 4 MBPS 12 MOIS--TT;88;47;406;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 4 MBPS 12 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847800;Pack ADSL Full Ooredoo 8 Mbps;88;47;800;N;;;;;0;0;0;0;;;;O;N;R;O;Pack ADSL Full Ooredoo 8 Mbps;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847803;ADSL Full Ooredoo 8 MBPS 6 MOIS--Ooredoo;88;47;803;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 6 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847804;ADSL Full Ooredoo 8 MBPS 6 MOIS--TT;88;47;804;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 6 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847805;ADSL Full Ooredoo 8 MBPS 12 MOIS--Ooredoo;88;47;805;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 12 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847806;ADSL Full Ooredoo 8 MBPS 12 MOIS--TT;88;47;806;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 8 MBPS 12 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847120;Pack ADSL Full Ooredoo 12 Mbps;88;47;120;N;;;;;0;0;0;0;;;;O;N;R;O;Pack ADSL Full Ooredoo 12 Mbps;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847121;ADSL Full Ooredoo 12 MBPS 3 MOIS--Ooredoo;88;47;121;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 3 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847122;ADSL Full Ooredoo 12 MBPS 3 MOIS--TT;88;47;122;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 3 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:24;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847123;ADSL Full Ooredoo 12 MBPS 6 MOIS--Ooredoo;88;47;123;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 6 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:24;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847124;ADSL Full Ooredoo 12 MBPS 6 MOIS--TT;88;47;124;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 6 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847125;ADSL Full Ooredoo 12 MBPS 12 MOIS--Ooredoo;88;47;125;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 12 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847126;ADSL Full Ooredoo 12 MBPS 12 MOIS--TT;88;47;126;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 12 MBPS 12 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847200;Pack ADSL Full Ooredoo 20 Mbps;88;47;200;N;;;;;0;0;0;0;;;;O;N;R;O;Pack ADSL Full Ooredoo 20 Mbps;5;0;;;N;N;N;;N;02/18/2026 11:46:25;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847202;ADSL Full Ooredoo 20 MBPS 3 MOIS--TT;88;47;202;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 3 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:25;1554;;14;N;N;;N;N;;N;N;1;;;N;N;;;;N;;N
8847203;ADSL Full Ooredoo 20 MBPS 6 MOIS--Ooredoo;88;47;203;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 6 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847204;ADSL Full Ooredoo 20 MBPS 6 MOIS--TT;88;47;204;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 6 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847205;ADSL Full Ooredoo 20 MBPS 12 MOIS--Ooredoo;88;47;205;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 12 MOIS--Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8847206;ADSL Full Ooredoo 20 MBPS 12 MOIS--TT;88;47;206;N;;;;;0;0;0;0;;;;O;N;R;O;ADSL Full Ooredoo 20 MBPS 12 MOIS--TT;5;0;;;N;N;N;;N;02/18/2026 11:46:25;0551;;0;N;N;;N;N;;N;N;1;3;7;N;N;;;;N;;N
8811331;Equipement Office in a Box;88;11;331;N;;;;;278;19;53;378;;;;O;N;R;O;Equipement Office in a Box;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:48:19;1554;;14;N;N;Equipement Office in a Box;N;N;;N;O;;4;3;N;N;;;56;N;;N
8811333;Option chila bila 3 dt;88;11;333;N;;;;;1;19;0;1;;;;N;N;R;O;Option chila bila 3 dt;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:46:58;1554;;14;N;N;Option chila bila 3DT - VOIX;N;N;;N;O;;4;3;;N;;;46;N;;N
8812101;Abonnement Mobile WIFI 4G Pré;88;12;101;N;;;;;83;19;16;99;;;;N;N;R;O;Abonnement Mobile WIFI 4G Pré;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:46:25;1554;F;0;N;N;;N;N;;N;O;;4;3;N;N;1;;;N;;N
8812100;Abonnement Mobile WIFI 4G CnC;88;12;100;N;;;;;46;19;9;55;;;;N;N;R;O;Abonnement Mobile WIFI 4G CnC;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:46:25;1554;F;0;N;N;;N;N;;N;O;;;;N;N;;;;N;;N
8813008;Abonnement CA Virage;88;13;008;N;;;;;70;0;0;70;;;;O;O;R;O;Abonnement CA Virage;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:46:37;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
8813010;Abonnement CA Enceinte Sup;88;13;010;N;;;;;150;0;0;150;;;;O;O;R;O;Abonnement CA Enceinte Sup;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:46:37;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
8813011;Abonnement CA Enceinte Inf;88;13;011;N;;;;;250;0;0;250;;;;O;O;R;O;Abonnement CA Enceinte Inf;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:46:37;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
8813012;Abonnement CA Tribune;88;13;012;N;;;;;500;0;0;500;;;;O;O;R;O;Abonnement CA Tribune;0;0;4611001140;623200;N;N;N;;O;02/18/2026 11:46:37;0551;F;0;N;N;;N;N;;N;O;22;4;;;N;;;;N;;N
5041028;AFROBASKET 08.09 - TRIBUNE;50;41;028;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 08.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:19;1245;;0;N;N;AFROBASKET 08.09 - TRIBUNE;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5041030;AFROBASKET 09.09 - TRIBUNE;50;41;030;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 09.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:19;0551;;0;N;N;AFROBASKET 09.09 - TRIBUNE;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5041031;AFROBASKET 09.09 - GRADINS;50;41;031;N;;;;;5;0;0;5;N;;;O;O;R;O;AFROBASKET 09.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 09.09 - GRADINS;O;N;5;N;O;22;4;3;N;N;1;;;;;N
5041032;AFROBASKET 10.09 - TRIBUNE;50;41;032;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 10.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 10.09 - TRIBUNE;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5041033;AFROBASKET 10.09 - GRADINS;50;41;033;N;;;;;5;0;0;5;N;;;O;O;R;O;AFROBASKET 10.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 10.09 - GRADINS;O;N;5;N;O;22;4;3;N;N;1;;;;;N
5041035;AFROBASKET 14.09 - GRADINS;50;41;035;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 14.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 14.09 - GRADINS;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5041036;AFROBASKET 15.09 - TRIBUNE;50;41;036;N;;;;;20;0;0;20;N;;;O;O;R;O;AFROBASKET 15.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 15.09 - TRIBUNE;O;N;20;N;O;22;4;3;N;N;1;;;;;N
5041037;AFROBASKET 15.09 - GRADINS;50;41;037;N;;;;;10;0;0;10;N;;;O;O;R;O;AFROBASKET 15.09 - GRADINS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 15.09 - GRADINS;O;N;10;N;O;22;4;3;N;N;1;;;;;N
5041038;AFROBASKET 16.09 - TRIBUNE;50;41;038;N;;;;;20;0;0;20;N;;;O;O;R;O;AFROBASKET 16.09 - TRIBUNE;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:20;0551;;0;N;N;AFROBASKET 16.09 - TRIBUNE;O;N;20;N;O;22;4;3;N;N;1;;;;;N
5055284;PORTABLE HUAWEI 4G BOX - B315;50;55;315;N;124;;;;0;7;0;0;N;;;O;O;R;O;PORTABLE HUAWEI 4G BOX - B315;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:17;1245;;0;O;N;4G Box - MF283V;N;O;0;O;O;3;4;3;N;N;1;;;;;N
8811234;Forfait MIFI B2C C   ;88;11;234;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait MIFI B2C C ;0;;;;N;N;N;;O;02/18/2026 11:47:23;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811235;Forfait MIFI PRE +;88;11;235;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait MIFI PRE +;0;;;;N;N;N;;O;02/18/2026 11:47:23;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811236;Livraison Colis Aramex;88;11;236;N;;;;;0;19;0;0;;;;O;N;R;O;Livraison Colis Aramex;0;;;;N;N;N;;O;02/18/2026 11:47:52;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811334;Option chila bila 5DT - DATA;88;11;334;N;;;;;2;19;0;2;;;;O;N;R;O;Option chila bila 5DT - DATA;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:46:59;1554;;14;N;N;Option chila bila 5DT - DATA;N;N;;N;O;;4;3;;N;;;;N;;N
8811337;Option chila bila 3DT - SMS;88;11;337;N;;;;;0;19;0;0;;;;O;N;R;O;Option chila bila 3DT - SMS;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:47:38;1554;;14;N;N;Option chila bila 3DT - SMS;N;N;;N;O;;4;3;;N;;;;N;;N
8811345;CHANGEMENT PACK ADSL;88;11;345;N;;;;;0;0;0;0;;;;N;N;R;N;CHANGEMENT PACK ADSL;0;0;;4719000;N;N;N;;O;02/18/2026 11:46:25;1554;;0;N;N;;N;N;;N;O;;4;6;N;N;;;;;;N
5015618;PORTABLE IPHONE 8 PLUS 64 GO;50;15;618;N;2 398;;;;2 773;19;527;3 300;N;;;O;O;R;O;PORTABLE IPHONE 8 PLUS 64 GO;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:06;1269;;0;O;N;IPHONE 8 PLUS 64 GO;O;O;2 542;N;O;11;;;O;N;1;;;;;N
8811346;Option chila bila 3 dt Business;88;11;346;N;;;;;2;19;0;2;;;;O;N;R;O;Option chila bila 3 dt Business;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:46:37;1554;;14;N;N;Option chila bila 3DT - VOIX Business;N;N;;N;O;;4;3;N;N;;;47;N;;N
8811347;Option chila bila 3DT - DATA Business;88;11;347;N;;;;;0;19;0;0;;;;O;N;R;O;Option chila bila 3DT - DATA Business;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:46:37;1554;;14;N;N;Option chila bila 3DT - DATA Business;N;N;;N;O;;4;3;N;N;;;;N;;N
8811348;Option chila bila 3DT - SMS Business;88;11;348;N;;;;;0;19;0;0;;;;O;N;R;O;Option chila bila 3DT - SMS Business;0;0;4722121110;4719000;N;N;N;;;02/18/2026 11:46:37;1554;;14;N;N;Option chila bila 3DT - SMS Business;N;N;;N;O;;4;3;N;N;;;;N;;N
8811943;FINTECH CASH OUT;88;11;943;N;;;;;0;0;0;0;;;;O;N;R;O;FINTECH CASH OUT;0;;;;N;N;N;;N;02/26/2026 13:37:39;0551;L;0;N;N;;N;N;;N;O;18;24;13;N;N;1;;;;;N
8811118;PAIEMENT FACTURE M2M;88;11;118;N;;;;;0;0;0;0;;;;N;N;R;N;PAIEMENT FACTURE M2M;0;0;;4719000;N;N;N;;O;02/18/2026 11:45:14;1554;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
5030107;PORTABLE NOKIA 105 NV;50;30;107;N;36;;;;39;19;8;47;N;;;O;O;R;O;PORTABLE NOKIA 105 NV;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:35:34;1269;;0;N;N;NOKIA 105 NV;O;N;40;N;O;11;12;8;;N;;;;;;N
5020956;PORTABLE SAMSUNG GEAR S2 SPORT;50;20;956;N;585;;;;653;7;46;699;N;;;O;O;R;O;PORTABLE SAMSUNG GEAR S2 SPORT;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:46;1269;;0;O;N;SAMSUNG GEAR S2 SPORT;O;O;659;O;N;11;12;8;;N;;;;;;N
5096044;PORTABLE AFROBASKET NABEUL PASS;50;96;044;N;;;;;100;0;0;100;N;;;O;O;R;O;PORTABLE AFROBASKET NABEUL PASS;0;;7019003220;7099003420;O;O;O;;;02/18/2026 11:45:29;1544;;0;N;N;AFROBASKET Group And Eight Final Tun Trib Pass;O;N;100;N;O;22;4;3;;N;;;;;;N
5020560;PORTABLE SAMSUNG TAB E 9.6';50;20;560;N;506;;;;541;7;38;579;N;;;O;O;R;O;PORTABLE SAMSUNG TAB E 9.6';0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:46;1269;;0;O;N;SAMSUNG Tab E 9.6'';O;O;546;O;O;11;12;8;;N;;;;;;N
5030131;PORTABLE NOKIA 130 DS;50;30;131;N;50;;;;64;19;12;76;N;;;O;O;R;O;PORTABLE NOKIA 130 DS;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:43:46;1269;;0;N;N;NOKIA 130 DS;O;N;55;N;O;11;12;8;;N;;;;;;N
5041012;PORTABLE ESS-CSS OFFICIELLE;50;41;012;N;;;;;100;0;0;100;N;;;O;O;R;O;PORTABLE ESS-CSS OFFICIELLE;0;;7019003220;7099003420;O;O;O;;;02/18/2026 11:43:47;1269;;0;N;N;ESS-CSS OFFICIELLE;N;N;100;N;O;22;4;3;;N;;;;;;N
5041014;PORTABLE ESS-CSS ENCEINTE;50;41;014;N;;;;;20;0;0;20;N;;;O;O;R;O;PORTABLE ESS-CSS ENCEINTE;0;;7019003220;7099003420;O;O;O;;;02/18/2026 11:43:47;1269;;0;N;N;ESS-CSS ENCEINTE;N;N;20;N;O;22;4;3;;N;;;;;;N
5041015;PORTABLE ESS-CSS GRADINS;50;41;015;N;;;;;15;0;0;15;N;;;O;O;R;O;PORTABLE ESS-CSS GRADINS;0;;7019003220;7099003420;O;O;O;;;02/18/2026 11:43:47;1269;;0;N;N;ESS-CSS GRADINS;N;N;15;N;O;22;4;3;;N;;;;;;N
5067012;PORTABLE LENOVO VIBE S1;50;67;012;N;692;;;;839;19;160;999;N;;;O;O;R;O;PORTABLE LENOVO VIBE S1;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:46:18;1269;;0;N;N;LENOVO VIBE S1;N;N;847;O;O;11;12;8;;N;;;;;;N
5067015;PORTABLE LENOVO A7010;50;67;015;N;482;;;;554;19;105;659;N;;;O;O;R;O;PORTABLE LENOVO A7010;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:36:20;1269;;0;N;N;LENOVO A7010;N;N;558;O;O;11;12;8;;N;;;;;;N
8811133;Forfait Cle Supp Pro 1GO;88;11;133;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Supp Pro 1GO;0;;;;N;N;N;;O;02/18/2026 11:46:36;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811134;Forfait Cle Supp Pro 5GO;88;11;134;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Supp Pro 5GO;0;;;;N;N;N;;O;02/18/2026 11:46:36;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811135;Forfait Cle Supp Pro 10GO;88;11;135;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Supp Pro 10GO;0;;;;N;N;N;;O;02/18/2026 11:46:36;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811136;Forfait Cle Supp B2C 1GO;88;11;136;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Supp B2C 1GO;0;;;;N;N;N;;O;02/18/2026 11:46:36;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8811137;Forfait Cle Supp B2C 4GO;88;11;137;N;;;;;0;19;0;0;;;;O;N;R;O;Forfait Cle Supp B2C 4GO;0;;;;N;N;N;;O;02/18/2026 11:46:36;0551;L;0;N;N;;N;N;;N;O;18;4;3;;N;;;;N;;N
8812047;Forfait 3G BOX (1 Mois);88;12;047;N;;;;;24;19;5;29;;;;N;N;R;O;Forfait 3G BOX (1 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:35:35;1554;F;0;N;N;;N;N;;N;O;20;4;3;;N;;;;N;;N
8845120;SMART ADSL 12 MBPS;88;45;120;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 12 MBPS;5;0;;;N;N;N;;N;02/18/2026 11:47:35;1554;;0;N;N;;N;N;;N;N;1;;;;N;;;;N;;N
8845121;SMART ADSL 12 MBPS-1Mois-Ooredoo;88;45;121;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 12 MBPS-1Mois-Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:47:35;1554;;0;N;N;;N;N;;N;N;1;3;;;N;;;;N;;N
8845122;SMART ADSL 12 MBPS-1Mois-TT;88;45;122;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 12 MBPS-1Mois-TT;0;0;;;N;N;N;;N;02/18/2026 11:47:35;1554;;0;N;N;;N;N;;N;N;1;22;;;N;;;;N;;N
8845201;SMART ADSL 20 MBPS-1Mois-Ooredoo;88;45;201;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 20 MBPS-1Mois-Ooredoo;5;0;;;N;N;N;;N;02/18/2026 11:47:35;1554;;0;N;N;;N;N;;N;N;1;3;;;N;;;;N;;N
8845202;SMART ADSL 20 MBPS-1Mois-TT;88;45;202;N;;;;;0;0;0;0;;;;O;N;R;O;SMART ADSL 20 MBPS-1Mois-TT;0;0;;;N;N;N;;N;02/18/2026 11:47:36;1554;;0;N;N;;N;N;;N;N;1;22;;;N;;;;N;;N
8812070;Abonnement Surf Box + (3 Mois);88;12;070;N;;;;;86;7;6;105;;;;N;N;R;O;Abonnement Surf Box + (3 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:47:51;1554;F;14;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
8812071;Abonnement Surf Box + (6 Mois);88;12;071;N;;;;;172;7;12;210;;;;N;N;R;O;Abonnement Surf Box + (6 Mois);0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:47:51;1554;F;14;N;N;;N;N;;N;O;20;23;;;N;;;;N;;N
5040855;Pack Dual Play Fibre 200M avec Extender Eng 12 mois;50;40;855;N;;;;;42;19;8;50;N;;;O;O;R;O;Pack Dual Play Fibre 200M avec Extender Eng 12 mois;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 10:18:13;1554;;0;N;N;abc;N;N;42;N;N;11;;;O;N;;;;;;N
8811310;BEIN:Pack Abonnement Type1 Access La Liga 12 mois;88;11;310;N;;;;;639;19;121;760;;;;O;N;R;O;BEIN:Pack Abonnement Type1 Access La Liga 12 mois;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:18;1554;;0;N;N;;N;N;;N;O;29;;;N;N;;;;N;;N
8811312;BEIN:Renouvellement Access La Liga 12 M;88;11;312;N;;;;;571;19;109;680;;;;O;N;R;O;BEIN:Renouvellement Access La Liga 12 M;0;0;;4719000;N;N;N;;N;02/18/2026 11:48:18;1554;;0;N;N;;N;N;;N;O;29;4;;N;N;;;;N;;N
5067021;PORTABLE LENOVO A1000M;50;67;021;N;130;;;;142;19;27;169;N;;;O;O;R;O;PORTABLE LENOVO A1000M;0;;7019003220;7099003420;O;O;O;;O;02/18/2026 11:48:18;1269;;0;O;N;LENOVO A1000M;N;O;143;O;O;11;12;;N;N;;;;;;N
